"Urząd";"Numer na karcie do głosowania";"Nazwisko i imiona";"Nazwa komitetu";"Skrót nazwy komitetu";"Wiek";"Wykształcenie";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Poparcie";"Przynależność do partii";"Liczba głosów";"Procent głosów";"Czy uzyskał mandat";"Obszar";"TERYT";"Płeć";"Liczba głosów ważnych na wszystkich kandydatów"
"Wójt Gminy Obrazów";2;"TWOREK Krzysztof";"KOMITET WYBORCZY „NASZ REGION”";"KW NASZ REGION";45;"wyższe";"Głazów";"260906";"gm. Obrazów";"";"nie należy do partii politycznej";;;;"gm. Obrazów";"260906";"Mężczyzna";
"Wójt Gminy Samborzec";1;"CHUCHNOWSKA Ewa Danuta";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";40;"wyższe";"Chobrzany";"260907";"gm. Samborzec";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Samborzec";"260907";"Kobieta";
"Wójt Gminy Samborzec";2;"DRZAZGA Ewa Lidia";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";60;"wyższe";"Złota";"260907";"gm. Samborzec";"";"nie należy do partii politycznej";;;;"gm. Samborzec";"260907";"Kobieta";
"Wójt Gminy Samborzec";3;"WOŁOS Adrian";"KOMITET WYBORCZY WYBORCÓW NOWA PERSPEKTYWA GMINY SAMBORZEC";"KWW NPGS";31;"wyższe";"Gorzyczany";"260907";"gm. Samborzec";"";"nie należy do partii politycznej";;;;"gm. Samborzec";"260907";"Mężczyzna";
"Wójt Gminy Wilczyce";1;"NIEWIADOMSKI Łukasz Kamil";"KOMITET WYBORCZY WYBORCÓW DOBRY SAMORZĄD 2024";"KWW DOBRY SAMORZĄD 2024";36;"wyższe";"Daromin";"260908";"gm. Wilczyce";"";"nie należy do partii politycznej";;;;"gm. Wilczyce";"260908";"Mężczyzna";
"Wójt Gminy Wilczyce";2;"PALUCH Robert";"KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY WILCZYCE";"KWW RAZEM DLA GMINY WILCZYCE";46;"wyższe";"Wilczyce";"260908";"gm. Wilczyce";"";"nie należy do partii politycznej";;;;"gm. Wilczyce";"260908";"Mężczyzna";
"Wójt Gminy Wilczyce";3;"PIETRUSZKA Tomasz Grzegorz";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";47;"wyższe";"Wilczyce";"260908";"gm. Wilczyce";"";"członek partii politycznej: Polskie Stronnictwo Ludowe";;;;"gm. Wilczyce";"260908";"Mężczyzna";
"Wójt Gminy Wilczyce";4;"SIUDAK-CZUJA Justyna";"KOMITET WYBORCZY WYBORCÓW PRZYJAZNY SAMORZĄD MD 2024";"KWW PRZYJAZNY SAMORZĄD MD 2024";33;"wyższe";"Wilczyce";"260908";"gm. Wilczyce";"";"nie należy do partii politycznej";;;;"gm. Wilczyce";"260908";"Kobieta";
"Burmistrz Miasta i Gminy Zawichost";1;"KONDZIOŁKA Katarzyna Barbara";"KOMITET WYBORCZY WYBORCÓW KATARZYNA KONDZIOŁKA";"KWW KATARZYNA KONDZIOŁKA";54;"wyższe";"Zawichost";"260909";"gm. Zawichost";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Zawichost";"260909";"Kobieta";
"Burmistrz Miasta i Gminy Zawichost";2;"RĘBIŚ Edyta";"KOMITET WYBORCZY WYBORCÓW EDYTY RĘBIŚ";"KWW EDYTY RĘBIŚ";47;"wyższe";"Zawichost";"260909";"gm. Zawichost";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Zawichost";"260909";"Kobieta";
"Prezydent Miasta Skarżyska-Kamiennej";1;"BODO Mariusz";"KOMITET WYBORCZY WYBORCÓW PROJEKT SKARŻYSKO";"KWW PROJEKT SKARŻYSKO";47;"wyższe";"Skarżysko-Kamienna";"261001";"m. Skarżysko-Kamienna";"popierany przez partię polityczną: Prawo i Sprawiedliwość";"nie należy do partii politycznej";;;;"m. Skarżysko-Kamienna";"261001";"Mężczyzna";
"Prezydent Miasta Skarżyska-Kamiennej";2;"BOGUCKI Arkadiusz Józef";"KOMITET WYBORCZY WYBORCÓW MARKA MATERKA 2024";"KWW MARKA MATERKA 2024";44;"wyższe humanistyczne";"Skarżysko-Kamienna";"261001";"m. Skarżysko-Kamienna";"";"nie należy do partii politycznej";;;;"m. Skarżysko-Kamienna";"261001";"Mężczyzna";
"Prezydent Miasta Skarżyska-Kamiennej";3;"CIOK Adam";"KOMITET WYBORCZY WYBORCÓW SAMORZĄD24";"KWW SAMORZĄD24";31;"wyższe";"Skarżysko-Kamienna";"261001";"m. Skarżysko-Kamienna";"";"członek partii politycznej: Polska 2050 Szymona Hołowni";;;;"m. Skarżysko-Kamienna";"261001";"Mężczyzna";
"Prezydent Miasta Skarżyska-Kamiennej";4;"NIZIOŁEK Jarosław Cezary";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";42;"wyższe techniczne";"Skarżysko-Kamienna";"261001";"m. Skarżysko-Kamienna";"popierany przez partię polityczną: Platforma Obywatelska RP";"członek partii politycznej: Platforma Obywatelska RP";;;;"m. Skarżysko-Kamienna";"261001";"Mężczyzna";
"Prezydent Miasta Skarżyska-Kamiennej";5;"NOWEK Karolina Agata";"KOMITET WYBORCZY WYBORCÓW KAROLINY NOWEK";"KWW KAROLINY NOWEK";35;"wyższe";"Skarżysko-Kamienna";"261001";"m. Skarżysko-Kamienna";"";"nie należy do partii politycznej";;;;"m. Skarżysko-Kamienna";"261001";"Kobieta";
"Prezydent Miasta Skarżyska-Kamiennej";6;"ZALEGA Dariusz Henryk";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";53;"wyższe";"Skarżysko-Kamienna";"261001";"m. Skarżysko-Kamienna";"";"członek partii politycznej: Nowa Lewica";;;;"m. Skarżysko-Kamienna";"261001";"Mężczyzna";
"Wójt Gminy Bliżyn";1;"LEŻAŃSKA Anna Jadwiga";"KOMITET WYBORCZY WYBORCÓW RAZEM DLA DOBRA GMINY";"KWW RAZEM DLA DOBRA GMINY";54;"wyższe";"Bliżyn";"261002";"gm. Bliżyn";"";"członek partii politycznej: Platforma Obywatelska RP";;;;"gm. Bliżyn";"261002";"Kobieta";
"Wójt Gminy Bliżyn";2;"WALACHNIA Mariusz Jacek";"KOMITET WYBORCZY WYBORCÓW MARIUSZ WALACHNIA";"KWW MARIUSZ WALACHNIA";51;"wyższe";"Bliżyn";"261002";"gm. Bliżyn";"";"nie należy do partii politycznej";;;;"gm. Bliżyn";"261002";"Mężczyzna";
"Wójt Gminy Łączna";1;"BRACHA Maciej Paweł";"KOMITET WYBORCZY WYBORCÓW NOWOCZESNA ŁĄCZNA";"KWW NOWOCZESNA ŁĄCZNA";43;"wyższe";"Czerwona Górka";"261003";"gm. Łączna";"";"nie należy do partii politycznej";;;;"gm. Łączna";"261003";"Mężczyzna";
"Wójt Gminy Łączna";2;"FĄFARA Wojciech";"KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY ŁĄCZNA";"KWW RAZEM DLA GMINY ŁĄCZNA";47;"wyższe";"Klonów";"261003";"gm. Łączna";"";"nie należy do partii politycznej";;;;"gm. Łączna";"261003";"Mężczyzna";
"Wójt Gminy Łączna";3;"FERENC Marian";"KOMITET WYBORCZY WYBORCÓW NASZE WSPÓLNE DOBRO-GMINA ŁĄCZNA";"KWW NASZE WSPÓLNE DOBRO-GMINA ŁĄCZNA";61;"średnie";"Zalezianka";"261003";"gm. Łączna";"";"nie należy do partii politycznej";;;;"gm. Łączna";"261003";"Mężczyzna";
"Wójt Gminy Łączna";4;"KOWALIŃSKI Romuald";"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE I ROZWÓJ ŁĄCZNA 2024";"KWW POROZUMIENIE I ROZWÓJ ŁĄCZNA 2024";68;"wyższe";"Zalezianka";"261003";"gm. Łączna";"";"nie należy do partii politycznej";;;;"gm. Łączna";"261003";"Mężczyzna";
"Wójt Gminy Łączna";5;"SKÓRA Jacek Józef";"KOMITET WYBORCZY WYBORCÓW GMINA ŁĄCZNA";"KWW GMINA ŁĄCZNA";55;"wyższe";"Ćmińsk";"260410";"gm. Miedziana Góra";"";"nie należy do partii politycznej";;;;"gm. Łączna";"261003";"Mężczyzna";
"Wójt Gminy Skarżysko Kościelne";1;"BRYZIK Jacek";"KOMITET WYBORCZY WYBORCÓW JACKA BRYZIKA-ROZWÓJ GMINY";"KWW JACKA BRYZIKA-ROZWÓJ GMINY";48;"wyższe";"Skarżysko Kościelne";"261004";"gm. Skarżysko Kościelne";"";"nie należy do partii politycznej";;;;"gm. Skarżysko Kościelne";"261004";"Mężczyzna";
"Wójt Gminy Skarżysko Kościelne";2;"KWIATKOWSKI Andrzej";"KOMITET WYBORCZY WYBORCÓW ANDRZEJA KWIATKOWSKIEGO DLA DOBRA GMINY";"KWW ANDRZEJA KWIATKOWSKIEGO DLA DOBRA GMINY";59;"średnie";"Skarżysko Kościelne";"261004";"gm. Skarżysko Kościelne";"";"nie należy do partii politycznej";;;;"gm. Skarżysko Kościelne";"261004";"Mężczyzna";
"Burmistrz Miasta i Gminy Suchedniów";1;"BURAS Agnieszka Dorota";"KOMITET WYBORCZY WYBORCÓW AGNIESZKI BURAS";"KWW AGNIESZKI BURAS";50;"wyższe";"Suchedniów";"261005";"gm. Suchedniów";"";"nie należy do partii politycznej";;;;"gm. Suchedniów";"261005";"Kobieta";
"Burmistrz Miasta i Gminy Suchedniów";2;"GAŁCZYŃSKI Michał";"KOMITET WYBORCZY WYBORCÓW MARKA MATERKA 2024";"KWW MARKA MATERKA 2024";40;"wyższe";"Suchedniów";"261005";"gm. Suchedniów";"";"nie należy do partii politycznej";;;;"gm. Suchedniów";"261005";"Mężczyzna";
"Burmistrz Miasta i Gminy Suchedniów";3;"MIERNIK Dariusz Andrzej";"KOMITET WYBORCZY WYBORCÓW NATURALNIE W PRZYSZŁOŚĆ";"KWW NATURALNIE W PRZYSZŁOŚĆ";56;"wyższe";"Suchedniów";"261005";"gm. Suchedniów";"";"nie należy do partii politycznej";;;;"gm. Suchedniów";"261005";"Mężczyzna";
"Burmistrz Miasta i Gminy Suchedniów";4;"ŻOŁĄDEK Justyna Cecylia";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA NASZA WSPÓLNOTA";"KWW NASZA GMINA NASZA WSPÓLNOTA";46;"średnie";"Ostojów";"261005";"gm. Suchedniów";"";"nie należy do partii politycznej";;;;"gm. Suchedniów";"261005";"Kobieta";
"Prezydent Miasta Starachowice";1;"CAPAŁA Piotr Szymon";"KOMITET WYBORCZY-TST-TWÓJ SAMORZĄD TERAZ";"KW-TST-TWÓJ SAMORZĄD TERAZ";35;"wyższe";"Starachowice";"261101";"m. Starachowice";"popierany przez partię polityczną: Platforma Obywatelska RP";"członek partii politycznej: Platforma Obywatelska RP";;;;"m. Starachowice";"261101";"Mężczyzna";
"Prezydent Miasta Starachowice";2;"KUŚ Agnieszka";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";49;"wyższe";"Starachowice";"261101";"m. Starachowice";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"m. Starachowice";"261101";"Kobieta";
"Prezydent Miasta Starachowice";3;"MATEREK Marek Jerzy";"KOMITET WYBORCZY WYBORCÓW MARKA MATERKA 2024";"KWW MARKA MATERKA 2024";34;"wyższe";"Starachowice";"261101";"m. Starachowice";"";"nie należy do partii politycznej";;;;"m. Starachowice";"261101";"Mężczyzna";
"Wójt Gminy Brody";1;"BERNAT Marzena Agata";"KOMITET WYBORCZY WYBORCÓW MARZENY BERNAT";"KWW MARZENY BERNAT";47;"wyższe ekonomiczne";"Adamów";"261102";"gm. Brody";"";"nie należy do partii politycznej";;;;"gm. Brody";"261102";"Kobieta";
"Wójt Gminy Brody";2;"KUMEK Ernest Grzegorz";"KOMITET WYBORCZY WYBORCÓW ERNESTA KUMKA";"KWW ERNESTA KUMKA";45;"wyższe";"Brody";"261102";"gm. Brody";"";"nie należy do partii politycznej";;;;"gm. Brody";"261102";"Mężczyzna";
"Wójt Gminy Mirzec";1;"SEWERYN Mirosław Piotr";"KOMITET WYBORCZY „WSPÓLNIE DLA GMINY MIRZEC”";"KW „WSPÓLNIE DLA GMINY MIRZEC”";53;"wyższe";"Mirzec";"261103";"gm. Mirzec";"";"nie należy do partii politycznej";;;;"gm. Mirzec";"261103";"Mężczyzna";
"Wójt Gminy Pawłów";1;"SKRZYPEK Piotr Wiesław";"KOMITET WYBORCZY WYBORCÓW PIOTRA SKRZYPKA";"KWW PIOTRA SKRZYPKA";44;"wyższe";"Pawłów";"261104";"gm. Pawłów";"";"nie należy do partii politycznej";;;;"gm. Pawłów";"261104";"Mężczyzna";
"Wójt Gminy Pawłów";2;"WOJTAS Marek";"KOMITET WYBORCZY WYBORCÓW MARKA WOJTASA";"KWW MARKA WOJTASA";53;"wyższe";"Pawłów";"261104";"gm. Pawłów";"";"nie należy do partii politycznej";;;;"gm. Pawłów";"261104";"Mężczyzna";
"Wójt Gminy Pawłów";3;"ZAPAŁA Jarosław Dariusz";"KOMITET WYBORCZY WYBORCÓW MARKA MATERKA 2024";"KWW MARKA MATERKA 2024";38;"wyższe";"Rzepin-Kolonia";"261104";"gm. Pawłów";"";"nie należy do partii politycznej";;;;"gm. Pawłów";"261104";"Mężczyzna";
"Burmistrz Miasta i Gminy Wąchock";1;"GRALEC Elżbieta Małgorzata";"KOMITET WYBORCZY WYBORCÓW MARKA MATERKA 2024";"KWW MARKA MATERKA 2024";49;"wyższe";"Mirzec";"261103";"gm. Mirzec";"";"nie należy do partii politycznej";;;;"gm. Wąchock";"261105";"Kobieta";
"Burmistrz Miasta i Gminy Wąchock";2;"JANUS Robert Mariusz";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA WĄCHOCK";"KWW NASZA GMINA WĄCHOCK";50;"wyższe";"Wąchock";"261105";"gm. Wąchock";"";"nie należy do partii politycznej";;;;"gm. Wąchock";"261105";"Mężczyzna";
"Burmistrz Miasta i Gminy Wąchock";3;"MARKIEWICZ Bożena Wioletta";"KOMITET WYBORCZY WYBORCÓW ŁĄCZYMY POKOLENIA 2024";"KWW ŁĄCZYMY POKOLENIA 2024";58;"wyższe";"Wąchock";"261105";"gm. Wąchock";"";"nie należy do partii politycznej";;;;"gm. Wąchock";"261105";"Kobieta";
"Burmistrz Miasta i Gminy Wąchock";4;"SAJECKA Renata";"KOMITET WYBORCZY WYBORCÓW ZACZNIJMY ZMIANY RAZEM";"KWW ZACZNIJMY ZMIANY RAZEM";52;"wyższe";"Wąchock";"261105";"gm. Wąchock";"";"nie należy do partii politycznej";;;;"gm. Wąchock";"261105";"Kobieta";
"Burmistrz Miasta i Gminy Wąchock";5;"STANISZEWSKI Sebastian";"KOMITET WYBORCZY WYBORCÓW SEBASTIANA STANISZEWSKIEGO";"KWW SEBASTIANA STANISZEWSKIEGO";46;"wyższe";"Wąchock";"261105";"gm. Wąchock";"";"członek partii politycznej: Platforma Obywatelska RP";;;;"gm. Wąchock";"261105";"Mężczyzna";
"Burmistrz Miasta i Gminy Bogoria";1;"ADAMCZYK Marcin";"KOMITET WYBORCZY WYBORCÓW MARCINA ADAMCZYKA";"KWW MARCINA ADAMCZYKA";38;"wyższe";"Pęcławice Górne";"261201";"gm. Bogoria";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Bogoria";"261201";"Mężczyzna";
"Burmistrz Miasta i Gminy Bogoria";2;"UTNIK Edyta Agnieszka";"KOMITET WYBORCZY WYBORCÓW MIESZKAŃCY DLA ZIEMI BOGORYJSKIEJ";"KWW MIESZKAŃCY DLA ZIEMI BOGORYJSKIEJ";47;"wyższe";"Bogoria";"261201";"gm. Bogoria";"";"nie należy do partii politycznej";;;;"gm. Bogoria";"261201";"Kobieta";
"Wójt Gminy Łubnice";1;"GRAJKO Anna Krystyna";"KOMITET WYBORCZY WYBORCÓW JEDNOŚĆ ŁUBNIC";"KWW JEDNOŚĆ ŁUBNIC";62;"wyższe";"Słupiec";"261202";"gm. Łubnice";"";"nie należy do partii politycznej";;;;"gm. Łubnice";"261202";"Kobieta";
"Wójt Gminy Łubnice";2;"SIWEK-OLEŚ Izabela Monika";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA ŁUBNICE";"KWW NASZA GMINA ŁUBNICE";44;"wyższe";"Budziska";"261202";"gm. Łubnice";"";"nie należy do partii politycznej";;;;"gm. Łubnice";"261202";"Kobieta";
"Burmistrz Miasta i Gminy Oleśnica";1;"CZUPRYN Wiesław Krzysztof";"KOMITET WYBORCZY WYBORCÓW WSPÓLNIE MOŻEMY WIĘCEJ 2024";"KWW WSPÓLNIE MOŻEMY WIĘCEJ 2024";58;"średnie";"Oleśnica";"261203";"gm. Oleśnica";"";"członek partii politycznej: Nowa Lewica";;;;"gm. Oleśnica";"261203";"Mężczyzna";
"Burmistrz Miasta i Gminy Oleśnica";2;"GRUDZIŃSKI Michał Leszek";"KOMITET WYBORCZY WYBORCÓW ŁĄCZY NAS OLEŚNICA";"KWW ŁĄCZY NAS OLEŚNICA";41;"wyższe";"Stopnica";"260106";"gm. Stopnica";"";"nie należy do partii politycznej";;;;"gm. Oleśnica";"261203";"Mężczyzna";
"Burmistrz Miasta i Gminy Oleśnica";3;"STRZELECKI Piotr Jan";"KOMITET WYBORCZY WYBORCÓW REGIONALNE FORUM SAMORZĄDOWE 2024";"KWW RFS 2024";54;"wyższe pedagogiczne";"Oleśnica";"261203";"gm. Oleśnica";"";"członek partii politycznej: Polskie Stronnictwo Ludowe";;;;"gm. Oleśnica";"261203";"Mężczyzna";
"Burmistrz Miasta i Gminy Osiek";1;"ŁYSIAK Rafał Janusz";"KOMITET WYBORCZY WYBORCÓW STRONNICTWA PIAST ZIEMI STASZOWSKIEJ";"KWW STRONNICTWA PIAST ZIEMI STASZOWSKIEJ";52;"wyższe";"Osiek";"261204";"gm. Osiek";"";"członek partii politycznej: Stronnictwo „Piast”";;;;"gm. Osiek";"261204";"Mężczyzna";
"Burmistrz Miasta i Gminy Osiek";2;"MARYNOWSKA Magdalena Dorota";"KOMITET WYBORCZY WYBORCÓW NOWE MOŻLIWOŚCI 2024";"KWW NOWE MOŻLIWOŚCI 2024";41;"wyższe";"Osiek";"261204";"gm. Osiek";"";"nie należy do partii politycznej";;;;"gm. Osiek";"261204";"Kobieta";
"Burmistrz Miasta i Gminy Osiek";3;"WAWRZKIEWICZ Włodzimierz";"KOMITET WYBORCZY WYBORCÓW WŁODZIMIERZA WAWRZKIEWICZA";"KWW WŁODZIMIERZA WAWRZKIEWICZA";54;"wyższe";"Osiek";"261204";"gm. Osiek";"";"nie należy do partii politycznej";;;;"gm. Osiek";"261204";"Mężczyzna";
"Burmistrz Miasta i Gminy Połaniec";1;"NOWAK Jacek Benedykt";"KOMITET WYBORCZY WYBORCÓW JACKA NOWAKA";"KWW JACKA NOWAKA";50;"wyższe";"Połaniec";"261205";"gm. Połaniec";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Połaniec";"261205";"Mężczyzna";
"Wójt Gminy Rytwiany";1;"BROZIŃSKI Przemysław";"KOMITET WYBORCZY WYBORCÓW STRONNICTWA PIAST ZIEMI STASZOWSKIEJ";"KWW STRONNICTWA PIAST ZIEMI STASZOWSKIEJ";27;"wyższe";"Rytwiany";"261206";"gm. Rytwiany";"";"nie należy do partii politycznej";;;;"gm. Rytwiany";"261206";"Mężczyzna";
"Wójt Gminy Rytwiany";2;"FORKASIEWICZ Grzegorz Paweł";"KOMITET WYBORCZY WYBORCÓW PRZYSZŁOŚĆ I ROZWÓJ RYTWIANY";"KWW PRZYSZŁOŚĆ I ROZWÓJ RYTWIANY";53;"wyższe";"Rytwiany";"261206";"gm. Rytwiany";"";"nie należy do partii politycznej";;;;"gm. Rytwiany";"261206";"Mężczyzna";
"Burmistrz Miasta i Gminy Staszów";1;"BEDNARCZYK Kryspin";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";65;"wyższe";"Wiązownica Duża";"261207";"gm. Staszów";"";"nie należy do partii politycznej";;;;"gm. Staszów";"261207";"Mężczyzna";
"Burmistrz Miasta i Gminy Staszów";2;"FIRMANTY Dariusz";"KOMITET WYBORCZY WYBORCÓW STRONNICTWA PIAST ZIEMI STASZOWSKIEJ";"KWW STRONNICTWA PIAST ZIEMI STASZOWSKIEJ";51;"wyższe";"Staszów";"261207";"gm. Staszów";"";"członek partii politycznej: Stronnictwo „Piast”";;;;"gm. Staszów";"261207";"Mężczyzna";
"Burmistrz Miasta i Gminy Staszów";3;"GAWŁOWICZ Hubert";"KOMITET WYBORCZY WYBORCÓW REGIONALNE FORUM SAMORZĄDOWE 2024";"KWW RFS 2024";32;"średnie";"Staszów";"261207";"gm. Staszów";"";"nie należy do partii politycznej";;;;"gm. Staszów";"261207";"Mężczyzna";
"Burmistrz Miasta i Gminy Staszów";4;"KASPERKIEWICZ Piotr";"KOMITET WYBORCZY WYBORCÓW PIOTR KASPERKIEWICZ 2024";"KWW PIOTR KASPERKIEWICZ 2024";64;"średnie techniczne";"Staszów";"261207";"gm. Staszów";"";"nie należy do partii politycznej";;;;"gm. Staszów";"261207";"Mężczyzna";
"Burmistrz Miasta i Gminy Staszów";5;"KOPEĆ Leszek Marek";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";51;"wyższe";"Dobra";"261207";"gm. Staszów";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Staszów";"261207";"Mężczyzna";
"Burmistrz Miasta i Gminy Staszów";6;"MARCISZEK-TOMPOROWSKA Aneta";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";48;"wyższe";"Staszów";"261207";"gm. Staszów";"";"członek partii politycznej: PSL";;;;"gm. Staszów";"261207";"Kobieta";
"Burmistrz Miasta i Gminy Szydłów";1;"CZAPLA Jan Stanisław";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA SZYDŁÓW";"KWW NASZA GMINA SZYDŁÓW";33;"wyższe";"Szydłów";"261208";"gm. Szydłów";"";"nie należy do partii politycznej";;;;"gm. Szydłów";"261208";"Mężczyzna";
"Burmistrz Miasta i Gminy Szydłów";2;"GONDEK Łukasz Zdzisław";"KOMITET WYBORCZY WYBORCÓW ŁUKASZA GONDKA - SZYDŁÓW 2024";"KWW ŁUKASZA GONDKA - SZYDŁÓW 2024";46;"wyższe";"Szydłów";"261208";"gm. Szydłów";"";"nie należy do partii politycznej";;;;"gm. Szydłów";"261208";"Mężczyzna";
"Burmistrz Miasta i Gminy Szydłów";3;"JAROS-PALMĄKA Izabela";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";37;"wyższe";"Gacki";"261208";"gm. Szydłów";"";"członek partii politycznej: Polskie Stronnictwo Ludowe";;;;"gm. Szydłów";"261208";"Kobieta";
"Burmistrz Miasta i Gminy Szydłów";4;"SZWARC Mateusz Marcin";"KOMITET WYBORCZY WYBORCÓW MARKA MATERKA 2024";"KWW MARKA MATERKA 2024";39;"wyższe";"Szydłów";"261208";"gm. Szydłów";"";"nie należy do partii politycznej";;;;"gm. Szydłów";"261208";"Mężczyzna";
"Burmistrz Miasta i Gminy Szydłów";5;"TUZ Andrzej";"KOMITET WYBORCZY WYBORCÓW NASZ REGION MIASTO I GMINA SZYDŁÓW";"KWW NASZ REGION MIASTO I GMINA SZYDŁÓW";45;"wyższe";"Jabłonica";"261208";"gm. Szydłów";"";"nie należy do partii politycznej";;;;"gm. Szydłów";"261208";"Mężczyzna";
"Wójt Gminy Kluczewsko";1;"PAŁKA Rafał Hubert";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";49;"wyższe";"Dobromierz";"261301";"gm. Kluczewsko";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Kluczewsko";"261301";"Mężczyzna";
"Wójt Gminy Krasocin";1;"GLIŚCIŃSKI Ireneusz Henryk";"KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY KRASOCIN";"KWW RAZEM DLA GMINY KRASOCIN";59;"średnie";"Krasocin";"261302";"gm. Krasocin";"";"nie należy do partii politycznej";;;;"gm. Krasocin";"261302";"Mężczyzna";
"Wójt Gminy Krasocin";2;"WYDRYCH Beata Iwona";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA KRASOCIN";"KWW NASZA GMINA KRASOCIN";46;"wyższe";"Karolinów";"261302";"gm. Krasocin";"";"nie należy do partii politycznej";;;;"gm. Krasocin";"261302";"Kobieta";
"Wójt Gminy Moskorzew";1;"WALASEK Andrzej Sobiesław";"KOMITET WYBORCZY WYBORCÓW ANDRZEJA WALASKA";"KWW ANDRZEJA WALASKA";46;"wyższe";"Moskorzew";"261303";"gm. Moskorzew";"";"nie należy do partii politycznej";;;;"gm. Moskorzew";"261303";"Mężczyzna";
"Wójt Gminy Moskorzew";2;"WIEKIERA Marcin Szczepan";"KOMITET WYBORCZY WYBORCÓW NORMALNA GMINA";"KWW NORMALNA GMINA";39;"wyższe";"Moskorzew";"261303";"gm. Moskorzew";"";"nie należy do partii politycznej";;;;"gm. Moskorzew";"261303";"Mężczyzna";
"Wójt Gminy Radków";1;"DOMINIK Jarosław Jan";"KOMITET WYBORCZY „Z LUDŹMI, DLA LUDZI”";"KW„Z LUDŹMI, DLA LUDZI”";37;"wyższe";"Krasów";"261304";"gm. Radków";"";"nie należy do partii politycznej";;;;"gm. Radków";"261304";"Mężczyzna";
"Wójt Gminy Secemin";1;"KLIMEK Jarosław Andrzej";"KOMITET WYBORCZY WYBORCÓW JAROSŁAWA KLIMKA";"KWW JAROSŁAWA KLIMKA";59;"wyższe";"Secemin";"261305";"gm. Secemin";"";"nie należy do partii politycznej";;;;"gm. Secemin";"261305";"Mężczyzna";
"Wójt Gminy Secemin";2;"KWIECIEŃ Danuta Mieczysława";"KOMITET WYBORCZY WYBORCÓW DANUTY KWIECIEŃ";"KWW DANUTY KWIECIEŃ";54;"wyższe";"Psary";"261305";"gm. Secemin";"";"nie należy do partii politycznej";;;;"gm. Secemin";"261305";"Kobieta";
"Wójt Gminy Secemin";3;"ŁOCHOWSKA-KUCHAREK Justyna Barbara";"KOMITET WYBORCZY „Z LUDŹMI, DLA LUDZI”";"KW„Z LUDŹMI, DLA LUDZI”";45;"wyższe";"Secemin";"261305";"gm. Secemin";"";"nie należy do partii politycznej";;;;"gm. Secemin";"261305";"Kobieta";
