"Sejmik";"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Skrót nazwy komitetu";"Wiek";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy uzyskał mandat";"Województwo";"TERYT Województwa";"Płeć";"Liczba głosów ważnych oddanych w okręgu"
"Sejmik Województwa Śląskiego";3;5;9;"OSTROWSKI Ryszard Andrzej";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";65;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;6;1;"OTRZONSEK Przemysław Jan";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";45;"Żory";"247901";"m. Żory";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;6;2;"MORCIŃSKA Izabela Maria";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";44;"Łaziska Górne";"240801";"m. Łaziska Górne";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;6;3;"SZYMAŃSKI Jakub Bartosz";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";42;"Pszów";"241501";"m. Pszów";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;6;4;"SKÓRA Jerzy Eugeniusz";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";66;"Racibórz";"241101";"m. Racibórz";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;6;5;"SZYMAŃSKA Maja Magdalena";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";41;"Pszów";"241501";"m. Pszów";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;7;1;"BIERZA Kamil Szymon";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";35;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;7;2;"GERMEL Małgorzata Wiktoria";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";44;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;7;3;"ZAJĄC Barbara Ewelina";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";38;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;7;4;"RUTKOWSKA Anita Barbara";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";40;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;7;5;"BARAN Maciej Czesław";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";45;"Skoczów";"240310";"gm. Skoczów";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;7;6;"KISTOWSKI Adrian Paweł";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";39;"Bytom";"246201";"m. Bytom";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;7;7;"SKORUPSKA Kamila Patrycja";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";34;"Bytom";"246201";"m. Bytom";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;8;1;"KONOPKA Wojciech Hubert";"KOMITET WYBORCZY INICJATYWA OBYWATELSKA POWIATU TARNOGÓRSKIEGO";"KW INICJATYWA OBYWATELSKA";26;"Radzionków";"241303";"m. Radzionków";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;8;2;"SMOŁUCH Aleksandra";"KOMITET WYBORCZY INICJATYWA OBYWATELSKA POWIATU TARNOGÓRSKIEGO";"KW INICJATYWA OBYWATELSKA";35;"Miasteczko Śląskie";"241302";"m. Miasteczko Śląskie";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;8;3;"ROKICKI Wojciech Marcin";"KOMITET WYBORCZY INICJATYWA OBYWATELSKA POWIATU TARNOGÓRSKIEGO";"KW INICJATYWA OBYWATELSKA";44;"Sosnowiec";"247501";"m. Sosnowiec";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;8;4;"URBAŃCZYK Wojciech Jan";"KOMITET WYBORCZY INICJATYWA OBYWATELSKA POWIATU TARNOGÓRSKIEGO";"KW INICJATYWA OBYWATELSKA";42;"Koszęcin";"240706";"gm. Koszęcin";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;8;5;"KIELAR Aneta Jadwiga";"KOMITET WYBORCZY INICJATYWA OBYWATELSKA POWIATU TARNOGÓRSKIEGO";"KW INICJATYWA OBYWATELSKA";47;"Tarnowskie Góry";"241304";"m. Tarnowskie Góry";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;8;6;"OPARA Katarzyna";"KOMITET WYBORCZY INICJATYWA OBYWATELSKA POWIATU TARNOGÓRSKIEGO";"KW INICJATYWA OBYWATELSKA";41;"Nakło Śląskie";"241307";"gm. Świerklaniec";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;9;1;"WILCZEK Bernadeta Maria";"KOMITET WYBORCZY WYBORCÓW RUCH OBRONY POLSKI";"KWW RUCH OBRONY POLSKI";48;"Czernica";"241202";"gm. Gaszowice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;9;2;"WILCZEK Krzysztof Piotr";"KOMITET WYBORCZY WYBORCÓW RUCH OBRONY POLSKI";"KWW RUCH OBRONY POLSKI";48;"Czernica";"241202";"gm. Gaszowice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;9;3;"CYBULSKA Ewa Katarzyna";"KOMITET WYBORCZY WYBORCÓW RUCH OBRONY POLSKI";"KWW RUCH OBRONY POLSKI";66;"Katowice";"246901";"m. Katowice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;9;4;"SŁOTA Jakub Jan";"KOMITET WYBORCZY WYBORCÓW RUCH OBRONY POLSKI";"KWW RUCH OBRONY POLSKI";19;"Siemianowice Śląskie";"247401";"m. Siemianowice Śląskie";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;9;5;"WIECZOREK Wiktoria Aleksandra";"KOMITET WYBORCZY WYBORCÓW RUCH OBRONY POLSKI";"KWW RUCH OBRONY POLSKI";20;"Siemianowice Śląskie";"247401";"m. Siemianowice Śląskie";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;10;1;"BŁACHUT Aneta Stefania";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";29;"Czechowice-Dziedzice";"240204";"gm. Czechowice-Dziedzice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;10;2;"ADAMIEC Krzysztof Franciszek";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";62;"Czechowice-Dziedzice";"240204";"gm. Czechowice-Dziedzice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;10;3;"KOWIESKI Kamil Karol";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";35;"Czechowice-Dziedzice";"240204";"gm. Czechowice-Dziedzice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;10;4;"LORENC Bartłomiej Kajetan";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";26;"Jastrzębie-Zdrój";"246701";"m. Jastrzębie-Zdrój";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;10;5;"MAJ Iwona Beata";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";47;"Czechowice-Dziedzice";"240204";"gm. Czechowice-Dziedzice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;10;6;"JARCZOK Monika Alicja";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";51;"Zabrzeg";"240204";"gm. Czechowice-Dziedzice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;11;1;"PUSTELNIK Adam Ferdynand";"KOMITET WYBORCZY ŚLONZOKI RAZEM";"KW ŚLONZOKI RAZEM";59;"Pawłowice";"241004";"gm. Pawłowice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;11;2;"PINDEL Mirosław Alfred";"KOMITET WYBORCZY ŚLONZOKI RAZEM";"KW ŚLONZOKI RAZEM";66;"Stanowice";"241201";"gm. Czerwionka-Leszczyny";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;11;3;"WOJACZEK Janusz Marian";"KOMITET WYBORCZY ŚLONZOKI RAZEM";"KW ŚLONZOKI RAZEM";66;"Ruda Śląska";"247201";"m. Ruda Śląska";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;11;4;"WIŚNIEWSKA Anna Stanisława";"KOMITET WYBORCZY ŚLONZOKI RAZEM";"KW ŚLONZOKI RAZEM";63;"Mikołów";"240802";"m. Mikołów";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;11;5;"CERKOWNIAK Maria Jolanta";"KOMITET WYBORCZY ŚLONZOKI RAZEM";"KW ŚLONZOKI RAZEM";57;"Jastrzębie-Zdrój";"246701";"m. Jastrzębie-Zdrój";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;11;6;"BRZOSKA-KRAWCZYK Brygida Urszula";"KOMITET WYBORCZY ŚLONZOKI RAZEM";"KW ŚLONZOKI RAZEM";66;"Zabrze";"247801";"m. Zabrze";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;11;7;"SWACZYNA Tomasz Robert";"KOMITET WYBORCZY ŚLONZOKI RAZEM";"KW ŚLONZOKI RAZEM";44;"Ruda Śląska";"247201";"m. Ruda Śląska";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;12;1;"HELIS Paweł";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KW RUCH NAPRAWY POLSKI";80;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;12;2;"KUŚ Ewa Mirosława";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KW RUCH NAPRAWY POLSKI";54;"Mikołów";"240802";"m. Mikołów";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;12;3;"KLYSZCZ Andrzej Piotr";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KW RUCH NAPRAWY POLSKI";70;"Czernica";"241202";"gm. Gaszowice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;12;4;"OLEKSIŃSKI Artur Rafał";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KW RUCH NAPRAWY POLSKI";41;"Żory";"247901";"m. Żory";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;12;5;"HANUSEK Adam Krzysztof";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KW RUCH NAPRAWY POLSKI";47;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;12;6;"JAKIMCZUK Zenita";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KW RUCH NAPRAWY POLSKI";59;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;12;7;"KSIĄŻEK Joanna Agnieszka";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KW RUCH NAPRAWY POLSKI";51;"Mikołów";"240802";"m. Mikołów";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;14;1;"FIAŁKOWSKI Jan Marek";"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";32;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;14;2;"WITA Janusz Stanisław";"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";55;"Połomia";"241509";"gm. Mszana";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;14;3;"BARTOSZ Marcin Erhard";"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";32;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;14;4;"MEHLICH Klaudia Aniela";"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";30;"Ornontowice";"240804";"gm. Ornontowice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;14;5;"GAWLICZEK Krzysztof Marcin";"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";38;"Wodzisław Śląski";"241504";"m. Wodzisław Śląski";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;14;6;"KOTAS Krystyna Maria";"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";61;"Chałupki";"241104";"gm. Krzyżanowice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;14;7;"KOS Joanna Jadwiga";"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";47;"Mikołów";"240802";"m. Mikołów";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;14;8;"MIGUŁA Aleksandra Sylwia";"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";37;"Orzesze";"240803";"m. Orzesze";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;14;9;"DUDA Andrzej";"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";32;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";4;1;1;"KOWALSKI Bartłomiej Leszek";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";33;"Gliwice";"246601";"m. Gliwice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";4;1;2;"KUBICA Józef Jan";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";66;"Tarnowskie Góry";"241304";"m. Tarnowskie Góry";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";4;1;3;"SIEMIENIEC Przemysław";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";36;"Bytom";"246201";"m. Bytom";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";4;1;4;"MAŃKA Małgorzata Elżbieta";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";66;"Lubliniec";"240701";"m. Lubliniec";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";4;1;5;"TYLUTKO Marta Stanisława";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";65;"Gliwice";"246601";"m. Gliwice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";4;1;6;"MARCINIAK-MOCEK Stefania Maria";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";69;"Kalety";"241301";"m. Kalety";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";4;1;7;"LASOTA Patrycja Maria";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";46;"Poniszowice";"240505";"gm. Rudziniec";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";4;1;8;"SOŁTYSIK Stefania Elżbieta";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";73;"Miasteczko Śląskie";"241302";"m. Miasteczko Śląskie";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";4;1;9;"SIEJA Krystian Andrzej";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";31;"Bytom";"246201";"m. Bytom";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";4;2;1;"KALUS Jakub Tomasz";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";37;"Bielsko-Biała";"246101";"m. Bielsko-Biała";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";4;2;2;"PACZYNA Artur Lubomir";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";56;"Tarnowskie Góry";"241304";"m. Tarnowskie Góry";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";4;2;3;"LAITL Sandra";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";36;"Gliwice";"246601";"m. Gliwice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";4;2;4;"ŻMUDA Jarosław Piotr";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";36;"Gliwice";"246601";"m. Gliwice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";4;2;5;"TOCZEK Grzegorz Stanisław";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";49;"Kamieniec";"241309";"gm. Zbrosławice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";4;2;6;"RAŚ Natalia Żaneta";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";34;"Gliwice";"246601";"m. Gliwice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";4;2;7;"GLOWIENKA Barbara Elżbieta";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";35;"Gliwice";"246601";"m. Gliwice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";4;2;8;"MYŚLIWIEC Wiktoria Maria";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";22;"Gliwice";"246601";"m. Gliwice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";4;2;9;"KOBYLIŃSKI Szymon";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";21;"Bojszów";"240505";"gm. Rudziniec";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";4;3;1;"BIENIEK Marek Janusz";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";58;"Gliwice";"246601";"m. Gliwice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";4;3;2;"WITKOWSKA Dominika Barbara";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";42;"Niekarmia";"240505";"gm. Rudziniec";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";4;3;3;"KOWALSKA Bernadeta Łucja";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";61;"Miasteczko Śląskie";"241302";"m. Miasteczko Śląskie";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";4;3;4;"WILK Zygmunt";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";71;"Bytom";"246201";"m. Bytom";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";4;3;5;"DZIEŻYC Małgorzata Magdalena";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";39;"Gliwice";"246601";"m. Gliwice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";4;3;6;"GRUS Anna Barbara";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";48;"Lubliniec";"240701";"m. Lubliniec";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";4;3;7;"WALCZAKOWSKA Anna Jadwiga";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";48;"Bytom";"246201";"m. Bytom";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";4;3;8;"HYLA Michał Mateusz";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";22;"Bytom";"246201";"m. Bytom";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";4;3;9;"ROŻNIEWSKI Maciej Grzegorz";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";56;"Połomia";"241308";"gm. Tworóg";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";4;4;1;"MUSIAŁ Alicja Ewa";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";28;"Gliwice";"246601";"m. Gliwice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";4;4;2;"MAJOR Michał Andrzej";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";43;"Bytom";"246201";"m. Bytom";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";4;4;3;"KOPCZYŃSKA Bożena Katarzyna";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";48;"Gliwice";"246601";"m. Gliwice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";4;4;4;"WITTCHEN Małgorzata";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";30;"Gliwice";"246601";"m. Gliwice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";4;4;5;"STRADOMSKI Adam Konrad";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";46;"Stanica";"240504";"gm. Pilchowice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";4;4;6;"MNICH Eugeniusz Alojzy";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";74;"Lubliniec";"240701";"m. Lubliniec";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";4;4;7;"MIERZEJEWSKA Magdalena";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";26;"Jaworzno";"246801";"m. Jaworzno";"";;;;;"śląskie";"240000";"Kobieta";
