"Województwo";"Powiat";"Gmina";"Wybierany organ";"Liczba kandydatów";"Mieszkańcy";"Wyborcy";"Siedziba TKW";"Opis granic";"TERYT Gminy";"Liczba wyborców w części B spisu wyborów";"Liczba wysłanych pakietów wyborczych"
"dolnośląskie";"Jelenia Góra";"m. Jelenia Góra";"Prezydent Miasta Jeleniej Góry";5;67504;57665;"Jelenia Góra";"m. Jelenia Góra";"026101";4;12
"dolnośląskie";"Legnica";"m. Legnica";"Prezydent Miasta Legnicy";4;84595;70232;"Legnica";"m. Legnica";"026201";3;21
"dolnośląskie";"Wrocław";"m. Wrocław";"Prezydent Wrocławia";6;574522;469137;"Wrocław";"m. Wrocław";"026401";134;143
"dolnośląskie";"Wałbrzych";"m. Wałbrzych";"Prezydent Miasta Wałbrzycha";3;90060;77080;"Wałbrzych";"m. Wałbrzych";"026501";4;22
"kujawsko-pomorskie";"aleksandrowski";"m. Aleksandrów Kujawski";"Burmistrz Miasta Aleksandrów Kujawski";1;11102;9314;"Aleksandrów Kujawski";"m. Aleksandrów Kujawski";"040101";0;1
"kujawsko-pomorskie";"aleksandrowski";"m. Ciechocinek";"Burmistrz Ciechocinka";5;9542;8077;"Ciechocinek";"m. Ciechocinek";"040102";0;4
"kujawsko-pomorskie";"aleksandrowski";"m. Nieszawa";"Burmistrz Miasta Nieszawa";2;1819;1514;"Nieszawa";"m. Nieszawa";"040103";1;1
"kujawsko-pomorskie";"aleksandrowski";"gm. Aleksandrów Kujawski";"Wójt Gminy Aleksandrów Kujawski";1;11732;9268;"Aleksandrów Kujawski";"gm. Aleksandrów Kujawski";"040104";2;0
"kujawsko-pomorskie";"aleksandrowski";"gm. Bądkowo";"Wójt Gminy Bądkowo";4;4100;3323;"Bądkowo";"gm. Bądkowo";"040105";0;0
"kujawsko-pomorskie";"aleksandrowski";"gm. Koneck";"Wójt Gminy Koneck";2;3066;2509;"Koneck";"gm. Koneck";"040106";0;0
"kujawsko-pomorskie";"aleksandrowski";"gm. Raciążek";"Wójt Gminy Raciążek";3;3045;2545;"Raciążek";"gm. Raciążek";"040107";0;0
"kujawsko-pomorskie";"aleksandrowski";"gm. Waganiec";"Wójt Gminy Waganiec";2;4399;3535;"Waganiec";"gm. Waganiec";"040108";0;0
"kujawsko-pomorskie";"aleksandrowski";"gm. Zakrzewo";"Wójt Gminy Zakrzewo";3;3376;2703;"Zakrzewo";"gm. Zakrzewo";"040109";0;0
"kujawsko-pomorskie";"brodnicki";"m. Brodnica";"Burmistrz Brodnicy";2;25473;20742;"Brodnica";"m. Brodnica";"040201";1;1
"kujawsko-pomorskie";"brodnicki";"gm. Bobrowo";"Wójt Gminy Bobrowo";2;6177;4841;"Bobrowo";"gm. Bobrowo";"040202";0;0
"kujawsko-pomorskie";"brodnicki";"gm. Brodnica";"Wójt Gminy Brodnica";1;9042;6830;"Brodnica";"gm. Brodnica";"040203";0;0
"kujawsko-pomorskie";"brodnicki";"gm. Brzozie";"Wójt Gminy Brzozie";2;3793;2906;"Brzozie";"gm. Brzozie";"040204";0;2
"kujawsko-pomorskie";"brodnicki";"gm. Górzno";"Burmistrz Miasta i Gminy Górzno";3;3782;2973;"Górzno";"gm. Górzno";"040205";0;0
"kujawsko-pomorskie";"brodnicki";"gm. Bartniczka";"Wójt Gminy Bartniczka";3;4605;3547;"Bartniczka";"gm. Bartniczka";"040206";0;1
"kujawsko-pomorskie";"brodnicki";"gm. Jabłonowo Pomorskie";"Burmistrz Miasta i Gminy Jabłonowo Pomorskie";4;8518;6834;"Jabłonowo Pomorskie";"gm. Jabłonowo Pomorskie";"040207";0;15
"kujawsko-pomorskie";"brodnicki";"gm. Osiek";"Wójt Gminy Osiek";1;3860;3014;"Osiek";"gm. Osiek";"040208";0;2
"kujawsko-pomorskie";"brodnicki";"gm. Świedziebnia";"Wójt Gminy Świedziebnia";2;5056;3967;"Świedziebnia";"gm. Świedziebnia";"040209";0;0
"kujawsko-pomorskie";"brodnicki";"gm. Zbiczno";"Wójt Gminy Zbiczno";3;4938;3870;"Zbiczno";"gm. Zbiczno";"040210";0;0
"kujawsko-pomorskie";"bydgoski";"gm. Białe Błota";"Wójt Gminy Białe Błota";5;23978;18190;"Białe Błota";"gm. Białe Błota";"040301";1;1
"kujawsko-pomorskie";"bydgoski";"gm. Dąbrowa Chełmińska";"Wójt Gminy Dąbrowa Chełmińska";2;8398;6639;"Dąbrowa Chełmińska";"gm. Dąbrowa Chełmińska";"040302";0;1
"kujawsko-pomorskie";"bydgoski";"gm. Dobrcz";"Wójt Gminy Dobrcz";5;12253;9552;"Dobrcz";"gm. Dobrcz";"040303";2;0
"kujawsko-pomorskie";"bydgoski";"gm. Koronowo";"Burmistrz Koronowa";3;22515;18059;"Koronowo";"gm. Koronowo";"040304";1;5
"kujawsko-pomorskie";"bydgoski";"gm. Nowa Wieś Wielka";"Wójt Gminy Nowa Wieś Wielka";5;10107;8060;"Nowa Wieś Wielka";"gm. Nowa Wieś Wielka";"040305";0;1
"kujawsko-pomorskie";"bydgoski";"gm. Osielsko";"Wójt Gminy Osielsko";3;16924;12748;"Osielsko";"gm. Osielsko";"040306";1;0
"kujawsko-pomorskie";"bydgoski";"gm. Sicienko";"Wójt Gminy Sicienko";1;10370;8007;"Sicienko";"gm. Sicienko";"040307";2;1
"kujawsko-pomorskie";"bydgoski";"gm. Solec Kujawski";"Burmistrz Solca Kujawskiego";4;14933;12071;"Solec Kujawski";"gm. Solec Kujawski";"040308";0;2
"kujawsko-pomorskie";"chełmiński";"m. Chełmno";"Burmistrz Miasta Chełmna";2;16135;13562;"Chełmno";"m. Chełmno";"040401";1;3
"kujawsko-pomorskie";"chełmiński";"gm. Chełmno";"Wójt Gminy Chełmno";2;6041;4674;"Chełmno";"gm. Chełmno";"040402";0;0
"kujawsko-pomorskie";"chełmiński";"gm. Kijewo Królewskie";"Wójt Gminy Kijewo Królewskie";2;4410;3484;"Kijewo Królewskie";"gm. Kijewo Królewskie";"040403";0;0
"kujawsko-pomorskie";"chełmiński";"gm. Lisewo";"Wójt Gminy Lisewo";2;4811;3818;"Lisewo";"gm. Lisewo";"040404";0;2
"kujawsko-pomorskie";"chełmiński";"gm. Papowo Biskupie";"Wójt Gminy Papowo Biskupie";2;4078;3225;"Papowo Biskupie";"gm. Papowo Biskupie";"040405";0;0
"kujawsko-pomorskie";"chełmiński";"gm. Stolno";"Wójt Gminy Stolno";3;5158;4051;"Stolno";"gm. Stolno";"040406";0;0
"kujawsko-pomorskie";"chełmiński";"gm. Unisław";"Wójt Gminy Unisław";1;6496;5174;"Unisław";"gm. Unisław";"040407";0;0
"kujawsko-pomorskie";"golubsko-dobrzyński";"m. Golub-Dobrzyń";"Burmistrz Miasta Golubia-Dobrzynia";3;10901;9013;"Golub-Dobrzyń";"m. Golub-Dobrzyń";"040501";0;5
"kujawsko-pomorskie";"golubsko-dobrzyński";"gm. Ciechocin";"Wójt Gminy Ciechocin";2;3922;3131;"Ciechocin";"gm. Ciechocin";"040502";0;3
"kujawsko-pomorskie";"golubsko-dobrzyński";"gm. Golub-Dobrzyń";"Wójt Gminy Golub-Dobrzyń";2;8913;6988;"Golub-Dobrzyń";"gm. Golub-Dobrzyń";"040503";0;0
"kujawsko-pomorskie";"golubsko-dobrzyński";"gm. Kowalewo Pomorskie";"Burmistrz Miasta Kowalewo Pomorskie";4;11026;8824;"Kowalewo Pomorskie";"gm. Kowalewo Pomorskie";"040504";0;0
"kujawsko-pomorskie";"golubsko-dobrzyński";"gm. Radomin";"Wójt Gminy Radomin";2;3916;3101;"Radomin";"gm. Radomin";"040505";0;8
"kujawsko-pomorskie";"golubsko-dobrzyński";"gm. Zbójno";"Wójt Gminy Zbójno";1;4254;3392;"Zbójno";"gm. Zbójno";"040506";0;1
"kujawsko-pomorskie";"grudziądzki";"gm. Grudziądz";"Wójt Gminy Grudziądz";1;13204;10225;"Grudziądz";"gm. Grudziądz";"040601";0;0
"kujawsko-pomorskie";"grudziądzki";"gm. Gruta";"Wójt Gminy Gruta";1;6193;4915;"Gruta";"gm. Gruta";"040602";1;4
"kujawsko-pomorskie";"grudziądzki";"gm. Łasin";"Burmistrz Miasta i Gminy Łasin";1;7213;5754;"Łasin";"gm. Łasin";"040603";0;0
"kujawsko-pomorskie";"grudziądzki";"gm. Radzyń Chełmiński";"Burmistrz Miasta i Gminy Radzyń Chełmiński";4;4386;3524;"Radzyń Chełmiński";"gm. Radzyń Chełmiński";"040604";0;0
"kujawsko-pomorskie";"grudziądzki";"gm. Rogóźno";"Wójt Gminy Rogóźno";2;4028;3128;"Rogóźno";"gm. Rogóźno";"040605";0;5
"kujawsko-pomorskie";"grudziądzki";"gm. Świecie nad Osą";"Wójt Gminy Świecie nad Osą";3;3960;3115;"Świecie nad Osą";"gm. Świecie nad Osą";"040606";0;0
"kujawsko-pomorskie";"inowrocławski";"m. Inowrocław";"Prezydent Miasta Inowrocławia";6;62090;52679;"Inowrocław";"m. Inowrocław";"040701";0;14
"kujawsko-pomorskie";"inowrocławski";"gm. Dąbrowa Biskupia";"Wójt Gminy Dąbrowa Biskupia";2;4908;3900;"Dąbrowa Biskupia";"gm. Dąbrowa Biskupia";"040702";0;0
"kujawsko-pomorskie";"inowrocławski";"gm. Gniewkowo";"Burmistrz Gniewkowa";5;13231;10738;"Gniewkowo";"gm. Gniewkowo";"040703";0;1
"kujawsko-pomorskie";"inowrocławski";"gm. Inowrocław";"Wójt Gminy Inowrocław";5;11724;9436;"Inowrocław";"gm. Inowrocław";"040704";0;0
"kujawsko-pomorskie";"inowrocławski";"gm. Janikowo";"Burmistrz Gminy i Miasta Janikowo";4;12288;10061;"Janikowo";"gm. Janikowo";"040705";0;1
"kujawsko-pomorskie";"inowrocławski";"gm. Kruszwica";"Burmistrz Kruszwicy";5;17389;14296;"Kruszwica";"gm. Kruszwica";"040706";1;0
"kujawsko-pomorskie";"inowrocławski";"gm. Pakość";"Burmistrz Pakości";5;9122;7365;"Pakość";"gm. Pakość";"040707";0;0
"kujawsko-pomorskie";"inowrocławski";"gm. Rojewo";"Wójt Gminy Rojewo";1;4501;3566;"Rojewo";"gm. Rojewo";"040708";0;0
"kujawsko-pomorskie";"inowrocławski";"gm. Złotniki Kujawskie";"Wójt Gminy Złotniki Kujawskie";3;8662;6965;"Złotniki Kujawskie";"gm. Złotniki Kujawskie";"040709";0;0
"kujawsko-pomorskie";"lipnowski";"m. Lipno";"Burmistrz Miasta Lipna";4;12799;10560;"Lipno";"m. Lipno";"040801";0;11
"kujawsko-pomorskie";"lipnowski";"gm. Bobrowniki";"Burmistrz Bobrownik";3;3060;2428;"Bobrowniki";"gm. Bobrowniki";"040802";0;1
"kujawsko-pomorskie";"lipnowski";"gm. Chrostkowo";"Wójt Gminy Chrostkowo";2;2827;2278;"Chrostkowo";"gm. Chrostkowo";"040803";0;0
"kujawsko-pomorskie";"lipnowski";"gm. Dobrzyń nad Wisłą";"Burmistrz Miasta i Gminy Dobrzyń nad Wisłą";2;7130;5826;"Dobrzyń nad Wisłą";"gm. Dobrzyń nad Wisłą";"040804";0;0
"kujawsko-pomorskie";"lipnowski";"gm. Kikół";"Burmistrz Kikoła";3;6766;5414;"Kikół";"gm. Kikół";"040805";0;0
"kujawsko-pomorskie";"lipnowski";"gm. Lipno";"Wójt Gminy Lipno";2;11424;9018;"Lipno";"gm. Lipno";"040806";0;0
"kujawsko-pomorskie";"lipnowski";"gm. Skępe";"Burmistrz Miasta i Gminy Skępe";2;7182;5749;"Skępe";"gm. Skępe";"040807";1;0
"kujawsko-pomorskie";"lipnowski";"gm. Tłuchowo";"Wójt Gminy Tłuchowo";1;4609;3645;"Tłuchowo";"gm. Tłuchowo";"040808";0;0
"kujawsko-pomorskie";"lipnowski";"gm. Wielgie";"Wójt Gminy Wielgie";3;6641;5120;"Wielgie";"gm. Wielgie";"040809";1;0
"kujawsko-pomorskie";"mogileński";"gm. Dąbrowa";"Wójt Gminy Dąbrowa";2;4404;3517;"Dąbrowa";"gm. Dąbrowa";"040901";1;0
"kujawsko-pomorskie";"mogileński";"gm. Jeziora Wielkie";"Wójt Gminy Jeziora Wielkie";2;4614;3687;"Jeziora Wielkie";"gm. Jeziora Wielkie";"040902";0;2
"kujawsko-pomorskie";"mogileński";"gm. Mogilno";"Burmistrz Mogilna";3;23498;19137;"Mogilno";"gm. Mogilno";"040903";1;1
"kujawsko-pomorskie";"mogileński";"gm. Strzelno";"Burmistrz Strzelna";1;10985;8926;"Strzelno";"gm. Strzelno";"040904";0;1
"kujawsko-pomorskie";"nakielski";"gm. Kcynia";"Burmistrz Kcyni";8;12220;9851;"Kcynia";"gm. Kcynia";"041001";0;0
"kujawsko-pomorskie";"nakielski";"gm. Mrocza";"Burmistrz Miasta i Gminy Mrocza";1;8738;6881;"Mrocza";"gm. Mrocza";"041002";1;4
"kujawsko-pomorskie";"nakielski";"gm. Nakło nad Notecią";"Burmistrz Miasta i Gminy Nakło nad Notecią";3;28552;23329;"Nakło nad Notecią";"gm. Nakło nad Notecią";"041003";1;1
"kujawsko-pomorskie";"nakielski";"gm. Sadki";"Wójt Gminy Sadki";4;6981;5495;"Sadki";"gm. Sadki";"041004";0;0
"kujawsko-pomorskie";"nakielski";"gm. Szubin";"Burmistrz Szubina";3;23940;18892;"Szubin";"gm. Szubin";"041005";0;0
"kujawsko-pomorskie";"radziejowski";"m. Radziejów";"Burmistrz Miasta Radziejów";2;4977;4300;"Radziejów";"m. Radziejów";"041101";0;0
"kujawsko-pomorskie";"radziejowski";"gm. Bytoń";"Wójt Gminy Bytoń";2;3354;2715;"Bytoń";"gm. Bytoń";"041102";0;0
"kujawsko-pomorskie";"radziejowski";"gm. Dobre";"Wójt Gminy Dobre";6;4965;4087;"Dobre";"gm. Dobre";"041103";1;0
"kujawsko-pomorskie";"radziejowski";"gm. Osięciny";"Wójt Gminy Osięciny";3;7290;5986;"Osięciny";"gm. Osięciny";"041104";0;0
"kujawsko-pomorskie";"radziejowski";"gm. Piotrków Kujawski";"Burmistrz Miasta i Gminy Piotrków Kujawski";4;8855;7238;"Piotrków Kujawski";"gm. Piotrków Kujawski";"041105";0;4
"kujawsko-pomorskie";"radziejowski";"gm. Radziejów";"Wójt Gminy Radziejów";2;4308;3461;"Radziejów";"gm. Radziejów";"041106";0;0
"kujawsko-pomorskie";"radziejowski";"gm. Topólka";"Wójt Gminy Topólka";3;4673;3854;"Topólka";"gm. Topólka";"041107";0;0
"kujawsko-pomorskie";"rypiński";"m. Rypin";"Burmistrz Miasta Rypin";3;14743;12128;"Rypin";"m. Rypin";"041201";0;1
"kujawsko-pomorskie";"rypiński";"gm. Brzuze";"Wójt Gminy Brzuze";1;5063;4100;"Brzuze";"gm. Brzuze";"041202";0;0
"kujawsko-pomorskie";"rypiński";"gm. Rogowo";"Wójt Gminy Rogowo";2;4634;3720;"Rogowo";"gm. Rogowo";"041203";0;0
"kujawsko-pomorskie";"rypiński";"gm. Rypin";"Wójt Gminy Rypin";3;7423;5851;"Rypin";"gm. Rypin";"041204";0;0
"kujawsko-pomorskie";"rypiński";"gm. Skrwilno";"Wójt Gminy Skrwilno";2;5605;4546;"Skrwilno";"gm. Skrwilno";"041205";0;0
"kujawsko-pomorskie";"rypiński";"gm. Wąpielsk";"Wójt Gminy Wąpielsk";2;3942;3147;"Wąpielsk";"gm. Wąpielsk";"041206";0;0
"kujawsko-pomorskie";"sępoleński";"gm. Kamień Krajeński";"Burmistrz Kamienia Krajeńskiego";2;6609;5153;"Kamień Krajeński";"gm. Kamień Krajeński";"041301";0;0
"kujawsko-pomorskie";"sępoleński";"gm. Sępólno Krajeńskie";"Burmistrz Sępólna Krajeńskiego";4;14934;11971;"Sępólno Krajeńskie";"gm. Sępólno Krajeńskie";"041302";0;0
"kujawsko-pomorskie";"sępoleński";"gm. Sośno";"Wójt Gminy Sośno";3;4653;3637;"Sośno";"gm. Sośno";"041303";0;0
"kujawsko-pomorskie";"sępoleński";"gm. Więcbork";"Burmistrz Więcborka";3;12430;9911;"Więcbork";"gm. Więcbork";"041304";0;1
"kujawsko-pomorskie";"świecki";"gm. Bukowiec";"Wójt Gminy Bukowiec";1;4840;3771;"Bukowiec";"gm. Bukowiec";"041401";0;0
"kujawsko-pomorskie";"świecki";"gm. Dragacz";"Wójt Gminy Dragacz";1;6644;5278;"Dragacz";"gm. Dragacz";"041402";0;0
"kujawsko-pomorskie";"świecki";"gm. Drzycim";"Wójt Gminy Drzycim";2;4799;3764;"Drzycim";"gm. Drzycim";"041403";0;0
"kujawsko-pomorskie";"świecki";"gm. Jeżewo";"Wójt Gminy Jeżewo";1;7610;6003;"Jeżewo";"gm. Jeżewo";"041404";0;0
"kujawsko-pomorskie";"świecki";"gm. Lniano";"Wójt Gminy Lniano";2;4133;3195;"Lniano";"gm. Lniano";"041405";0;0
"kujawsko-pomorskie";"świecki";"gm. Nowe";"Burmistrz Nowego";1;9232;7551;"Nowe";"gm. Nowe";"041406";0;0
"kujawsko-pomorskie";"świecki";"gm. Osie";"Wójt Gminy Osie";2;5363;4263;"Osie";"gm. Osie";"041407";0;2
"kujawsko-pomorskie";"świecki";"gm. Pruszcz";"Burmistrz Miasta i Gminy Pruszcz";2;8988;7128;"Pruszcz";"gm. Pruszcz";"041408";0;12
"kujawsko-pomorskie";"świecki";"gm. Świecie";"Burmistrz Świecia";2;29976;24577;"Świecie";"gm. Świecie";"041409";0;5
"kujawsko-pomorskie";"świecki";"gm. Świekatowo";"Wójt Gminy Świekatowo";2;3606;2866;"Świekatowo";"gm. Świekatowo";"041410";1;0
"kujawsko-pomorskie";"świecki";"gm. Warlubie";"Wójt Gminy Warlubie";3;6029;4840;"Warlubie";"gm. Warlubie";"041411";0;0
"kujawsko-pomorskie";"toruński";"m. Chełmża";"Burmistrz Miasta Chełmży";3;12626;10291;"Chełmża";"m. Chełmża";"041501";0;0
"kujawsko-pomorskie";"toruński";"gm. Chełmża";"Wójt Gminy Chełmża";3;9334;7500;"Chełmża";"gm. Chełmża";"041502";0;0
"kujawsko-pomorskie";"toruński";"gm. Czernikowo";"Wójt Gminy Czernikowo";1;8802;6904;"Czernikowo";"gm. Czernikowo";"041503";0;0
"kujawsko-pomorskie";"toruński";"gm. Lubicz";"Wójt Gminy Lubicz";3;19919;15635;"Lubicz";"gm. Lubicz";"041504";0;1
"kujawsko-pomorskie";"toruński";"gm. Łubianka";"Wójt Gminy Łubianka";2;7897;5963;"Łubianka";"gm. Łubianka";"041505";0;0
"kujawsko-pomorskie";"toruński";"gm. Łysomice";"Wójt Gminy Łysomice";1;10458;8125;"Łysomice";"gm. Łysomice";"041506";0;0
"kujawsko-pomorskie";"toruński";"gm. Obrowo";"Wójt Gminy Obrowo";3;19303;14518;"Obrowo";"gm. Obrowo";"041507";1;5
"kujawsko-pomorskie";"toruński";"gm. Wielka Nieszawka";"Wójt Gminy Wielka Nieszawka";2;5143;4032;"Wielka Nieszawka";"gm. Wielka Nieszawka";"041508";2;0
"kujawsko-pomorskie";"toruński";"gm. Zławieś Wielka";"Wójt Gminy Zławieś Wielka";4;15077;11632;"Zławieś Wielka";"gm. Zławieś Wielka";"041509";0;1
"kujawsko-pomorskie";"tucholski";"gm. Cekcyn";"Wójt Gminy Cekcyn";1;6877;5303;"Cekcyn";"gm. Cekcyn";"041601";4;0
"kujawsko-pomorskie";"tucholski";"gm. Gostycyn";"Wójt Gminy Gostycyn";1;5012;3949;"Gostycyn";"gm. Gostycyn";"041602";0;0
"kujawsko-pomorskie";"tucholski";"gm. Kęsowo";"Wójt Gminy Kęsowo";2;4439;3444;"Kęsowo";"gm. Kęsowo";"041603";0;0
"kujawsko-pomorskie";"tucholski";"gm. Lubiewo";"Wójt Gminy Lubiewo";2;5953;4634;"Lubiewo";"gm. Lubiewo";"041604";0;0
"kujawsko-pomorskie";"tucholski";"gm. Śliwice";"Wójt Gminy Śliwice";2;5575;4452;"Śliwice";"gm. Śliwice";"041605";0;0
"kujawsko-pomorskie";"tucholski";"gm. Tuchola";"Burmistrz Tucholi";1;18566;14984;"Tuchola";"gm. Tuchola";"041606";0;3
"kujawsko-pomorskie";"wąbrzeski";"m. Wąbrzeźno";"Burmistrz Wąbrzeźna";2;11733;9748;"Wąbrzeźno";"m. Wąbrzeźno";"041701";0;0
"kujawsko-pomorskie";"wąbrzeski";"gm. Dębowa Łąka";"Wójt Gminy Dębowa Łąka";3;3107;2413;"Dębowa Łąka";"gm. Dębowa Łąka";"041702";0;0
"kujawsko-pomorskie";"wąbrzeski";"gm. Książki";"Wójt Gminy Książki";1;3922;3145;"Książki";"gm. Książki";"041703";0;0
"kujawsko-pomorskie";"wąbrzeski";"gm. Płużnica";"Wójt Gminy Płużnica";3;4504;3592;"Płużnica";"gm. Płużnica";"041704";0;0
"kujawsko-pomorskie";"wąbrzeski";"gm. Ryńsk";"Wójt Gminy Ryńsk";1;8366;6605;"Ryńsk";"gm. Ryńsk";"041705";1;1
"kujawsko-pomorskie";"włocławski";"m. Kowal";"Burmistrz Miasta Kowal";2;3235;2707;"Kowal";"m. Kowal";"041801";1;0
"kujawsko-pomorskie";"włocławski";"gm. Baruchowo";"Wójt Gminy Baruchowo";3;3369;2742;"Baruchowo";"gm. Baruchowo";"041802";0;0
"kujawsko-pomorskie";"włocławski";"gm. Boniewo";"Wójt Gminy Boniewo";1;3281;2691;"Boniewo";"gm. Boniewo";"041803";0;0
"kujawsko-pomorskie";"włocławski";"gm. Brześć Kujawski";"Burmistrz Brześcia Kujawskiego";1;10783;8822;"Brześć Kujawski";"gm. Brześć Kujawski";"041804";0;0
"kujawsko-pomorskie";"włocławski";"gm. Choceń";"Wójt Gminy Choceń";2;7648;6169;"Choceń";"gm. Choceń";"041805";0;0
"kujawsko-pomorskie";"włocławski";"gm. Chodecz";"Burmistrz Chodcza";4;5608;4652;"Chodecz";"gm. Chodecz";"041806";0;2
"kujawsko-pomorskie";"włocławski";"gm. Fabianki";"Wójt Gminy Fabianki";1;10010;7986;"Fabianki";"gm. Fabianki";"041807";0;0
"kujawsko-pomorskie";"włocławski";"gm. Izbica Kujawska";"Burmistrz Izbicy Kujawskiej";3;7356;5892;"Izbica Kujawska";"gm. Izbica Kujawska";"041808";0;2
"kujawsko-pomorskie";"włocławski";"gm. Kowal";"Wójt Gminy Kowal";3;3904;3184;"Kowal";"gm. Kowal";"041809";0;0
"kujawsko-pomorskie";"włocławski";"gm. Lubanie";"Wójt Gminy Lubanie";3;4434;3629;"Lubanie";"gm. Lubanie";"041810";0;0
"kujawsko-pomorskie";"włocławski";"gm. Lubień Kujawski";"Burmistrz Lubienia Kujawskiego";1;6828;5591;"Lubień Kujawski";"gm. Lubień Kujawski";"041811";0;0
"kujawsko-pomorskie";"włocławski";"gm. Lubraniec";"Burmistrz Lubrańca";2;8940;7370;"Lubraniec";"gm. Lubraniec";"041812";0;0
"kujawsko-pomorskie";"włocławski";"gm. Włocławek";"Wójt Gminy Włocławek";2;7406;5935;"Włocławek";"gm. Włocławek";"041813";0;0
"kujawsko-pomorskie";"żniński";"gm. Barcin";"Burmistrz Barcina";2;13453;10952;"Barcin";"gm. Barcin";"041901";0;3
"kujawsko-pomorskie";"żniński";"gm. Gąsawa";"Burmistrz Miasta i Gminy Gąsawa";3;5105;4094;"Gąsawa";"gm. Gąsawa";"041902";0;0
"kujawsko-pomorskie";"żniński";"gm. Janowiec Wielkopolski";"Burmistrz Janowca Wielkopolskiego";2;8471;6793;"Janowiec Wielkopolski";"gm. Janowiec Wielkopolski";"041903";0;1
"kujawsko-pomorskie";"żniński";"gm. Łabiszyn";"Burmistrz Łabiszyna";2;10187;8076;"Łabiszyn";"gm. Łabiszyn";"041904";0;0
"kujawsko-pomorskie";"żniński";"gm. Rogowo";"Wójt Gminy Rogowo";3;6560;5191;"Rogowo";"gm. Rogowo";"041905";1;0
"kujawsko-pomorskie";"żniński";"gm. Żnin";"Burmistrz Żnina";3;22665;18454;"Żnin";"gm. Żnin";"041906";0;2
"kujawsko-pomorskie";"Bydgoszcz";"m. Bydgoszcz";"Prezydent Miasta Bydgoszczy";4;290752;243175;"Bydgoszcz";"m. Bydgoszcz";"046101";14;93
"kujawsko-pomorskie";"Grudziądz";"m. Grudziądz";"Prezydent Grudziądza";3;76088;63545;"Grudziądz";"m. Grudziądz";"046201";3;18
"kujawsko-pomorskie";"Toruń";"m. Toruń";"Prezydent Miasta Torunia";8;171285;141725;"Toruń";"m. Toruń";"046301";3;37
"kujawsko-pomorskie";"Włocławek";"m. Włocławek";"Prezydent Miasta Włocławek";6;94283;80061;"Włocławek";"m. Włocławek";"046401";4;6
"lubelskie";"bialski";"m. Międzyrzec Podlaski";"Burmistrz Miasta Międzyrzec Podlaski";6;15691;12825;"Międzyrzec Podlaski";"m. Międzyrzec Podlaski";"060101";0;3
"lubelskie";"bialski";"m. Terespol";"Burmistrz Miasta Terespol";2;5262;4331;"Terespol";"m. Terespol";"060102";0;3
"lubelskie";"bialski";"gm. Biała Podlaska";"Wójt Gminy Biała Podlaska";5;15093;11817;"Biała Podlaska";"gm. Biała Podlaska";"060103";0;0
"lubelskie";"bialski";"gm. Drelów";"Wójt Gminy Drelów";1;5246;4228;"Drelów";"gm. Drelów";"060104";0;1
"lubelskie";"bialski";"gm. Janów Podlaski";"Wójt Gminy Janów Podlaski";5;5007;4041;"Janów Podlaski";"gm. Janów Podlaski";"060105";0;0
"lubelskie";"bialski";"gm. Kodeń";"Wójt Gminy Kodeń";3;3404;2843;"Kodeń";"gm. Kodeń";"060106";0;1
"lubelskie";"bialski";"gm. Konstantynów";"Wójt Gminy Konstantynów";2;3939;3119;"Konstantynów";"gm. Konstantynów";"060107";0;0
"lubelskie";"bialski";"gm. Leśna Podlaska";"Wójt Gminy Leśna Podlaska";2;4178;3375;"Leśna Podlaska";"gm. Leśna Podlaska";"060108";0;0
"lubelskie";"bialski";"gm. Łomazy";"Wójt Gminy Łomazy";1;4757;3925;"Łomazy";"gm. Łomazy";"060109";0;0
"lubelskie";"bialski";"gm. Międzyrzec Podlaski";"Wójt Gminy Międzyrzec Podlaski";1;10303;8045;"Międzyrzec Podlaski";"gm. Międzyrzec Podlaski";"060110";0;2
"lubelskie";"bialski";"gm. Piszczac";"Burmistrz Gminy Piszczac";1;6934;5554;"Piszczac";"gm. Piszczac";"060111";0;0
"lubelskie";"bialski";"gm. Rokitno";"Wójt Gminy Rokitno";4;2824;2269;"Rokitno";"gm. Rokitno";"060112";0;0
"lubelskie";"bialski";"gm. Rossosz";"Wójt Gminy Rossosz";3;2152;1786;"Rossosz";"gm. Rossosz";"060113";0;0
"lubelskie";"bialski";"gm. Sławatycze";"Wójt Gminy Sławatycze";2;2307;1842;"Sławatycze";"gm. Sławatycze";"060114";0;0
"lubelskie";"bialski";"gm. Sosnówka";"Wójt Gminy Sosnówka";2;2300;1860;"Sosnówka";"gm. Sosnówka";"060115";0;1
"lubelskie";"bialski";"gm. Terespol";"Wójt Gminy Terespol";3;6209;5083;"Terespol";"gm. Terespol";"060116";0;1
"lubelskie";"bialski";"gm. Tuczna";"Wójt Gminy Tuczna";4;2881;2368;"Tuczna";"gm. Tuczna";"060117";0;0
"lubelskie";"bialski";"gm. Wisznice";"Wójt Gminy Wisznice";1;4696;3902;"Wisznice";"gm. Wisznice";"060118";1;0
"lubelskie";"bialski";"gm. Zalesie";"Wójt Gminy Zalesie";3;4281;3432;"Zalesie";"gm. Zalesie";"060119";0;0
"lubelskie";"biłgorajski";"m. Biłgoraj";"Burmistrz Miasta Biłgoraja";5;24867;20771;"Biłgoraj";"m. Biłgoraj";"060201";0;0
